sample_id,dataset,source_url,license,license_url,class_name,model,model_code,rotation_code,x_code,y_code,capture_serial,condition_group_id,source_split,yolo_split,physical_item_group,source_relative_path,sha256,width,height,bbox_left,bbox_top,bbox_width,bbox_height,angle_deg,top_bottom_ratio
micro_pcb_v2_HACB4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,C,B,4,HACB,train,train,NOT_VERIFIED,train_coded/train_coded/HACB4.jpg,2afbe493dfcd25ecbd44156dedfdf879177abf5e448f1f7eaac74d3dd98c8d0a,2108,2300,247,169,1614,1967,17.71995141,1.108540386
micro_pcb_v2_HACC1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,C,C,1,HACC,train,train,NOT_VERIFIED,train_coded/train_coded/HACC1.jpg,cc1ae9f340e82dbf41f16dd04eb60c9764ab84bb27ef3256546960999a6c5849,2155,2477,246,164,1662,2149,17.6408364,1.005286329
micro_pcb_v2_HACC2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,C,C,2,HACC,train,train,NOT_VERIFIED,train_coded/train_coded/HACC2.jpg,806127ca0fb0f31492590138c648d11df89bd0f275099068a4b26c4b1562ae6f,2142,2474,246,164,1648,2145,16.98463733,1.00453209
micro_pcb_v2_HACC3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,C,C,3,HACC,train,train,NOT_VERIFIED,train_coded/train_coded/HACC3.jpg,9b264df8734be21c02bad38200729b9a049b2717a6c139121f765b5968ded1aa,2148,2477,246,164,1656,2148,17.31729115,1.006039947
micro_pcb_v2_HACC4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,C,C,4,HACC,train,train,NOT_VERIFIED,train_coded/train_coded/HACC4.jpg,4264e27d40d22fde2e36f7c246612f139a6c8c47fc228fc93f367400d4a113d3,2139,2471,234,164,1656,2142,16.9054748,1.003866817
micro_pcb_v2_HACD1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,C,D,1,HACD,train,train,NOT_VERIFIED,train_coded/train_coded/HACD1.jpg,957a688089e42282c4113ac661a6b303af153c8bf17dd4d0a25ce0c0008891e1,2229,2472,247,164,1736,2143,19.76740213,0.958863605
micro_pcb_v2_HACD2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,C,D,2,HACD,train,train,NOT_VERIFIED,train_coded/train_coded/HACD2.jpg,fd1dc237c4c297cd80df7b28576b621b1372bd8350a6442fc7691f900f0c9b3f,2208,2467,247,164,1715,2138,18.77745477,0.955872462
micro_pcb_v2_HACD3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,C,D,3,HACD,train,train,NOT_VERIFIED,train_coded/train_coded/HACD3.jpg,29c723b06ff8bfb9b5c0caba77f8349d15549b898da24f9452dd4dc818231ee3,2202,2466,247,164,1709,2136,18.56423937,0.953494807
micro_pcb_v2_HACD4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,C,D,4,HACD,train,train,NOT_VERIFIED,train_coded/train_coded/HACD4.jpg,033d5f76df4a0aac6cfa023e4b2b5e844b7b563cddf71154e044a2910d7f1760,2197,2466,247,164,1704,2136,18.26414502,0.952216186
micro_pcb_v2_HACE1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,C,E,1,HACE,train,train,NOT_VERIFIED,train_coded/train_coded/HACE1.jpg,0c3355f8dbc09df38e2accfad9e4592233d331531ffcf44fee5cb508c7b721db,2027,2186,251,165,1530,1854,16.43191913,0.905846666
micro_pcb_v2_HACE2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,C,E,2,HACE,train,train,NOT_VERIFIED,train_coded/train_coded/HACE2.jpg,50f013fd54eb0ba0ab9750e5de24837f746552e9b05ee2ef0c47acab8b76011a,2011,2179,249,164,1517,1849,15.74262138,0.903278394
micro_pcb_v2_HACE3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,C,E,3,HACE,train,train,NOT_VERIFIED,train_coded/train_coded/HACE3.jpg,0ebf0efa456ae08d8e9a1044f19214c08cd5f3600ff869584be720324e9b6736,2006,2176,250,165,1510,1846,15.55227876,0.904506581
micro_pcb_v2_HACE4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,C,E,4,HACE,train,train,NOT_VERIFIED,train_coded/train_coded/HACE4.jpg,a4e8487432ee01c32857ea684af7ce396054689d8dae7a5244659890a438e3d5,2002,2171,248,164,1508,1841,15.54909097,0.903569548
micro_pcb_v2_HADA1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,A,1,HADA,train,train,NOT_VERIFIED,train_coded/train_coded/HADA1.jpg,6202d4ec9525d14559b14538a17fd32d938a94377111a82f26b009308e401a64,2248,2330,249,165,1742,2000,26.06239338,1.212425108
micro_pcb_v2_HADA2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,A,2,HADA,train,train,NOT_VERIFIED,train_coded/train_coded/HADA2.jpg,eeb84554f7f62fae56b0291aa256cbb4e07a557e44d6f6dabee3fd0a7ad546d6,2227,2320,246,165,1724,1990,24.87608497,1.200863577
micro_pcb_v2_HADA3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,A,3,HADA,train,train,NOT_VERIFIED,train_coded/train_coded/HADA3.jpg,0b3e93db96fd3ae380a048741b99bf0e9c4a4a1506923ea74224bfc73d9f9df9,2229,2316,251,164,1721,1988,24.59890394,1.200195636
micro_pcb_v2_HADA4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,A,4,HADA,train,train,NOT_VERIFIED,train_coded/train_coded/HADA4.jpg,209f7cf11ae1343ac704716fb91767fe6521244cf3a5658e25ba5103e0a4622c,2209,2311,245,165,1706,1982,24.18099607,1.196649846
micro_pcb_v2_HADB1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,B,1,HADB,train,train,NOT_VERIFIED,train_coded/train_coded/HADB1.jpg,561e25ff1e134a29d53782fdd14736d48da34d5bce0297b86c78830db048191f,2408,2723,255,166,1907,2393,22.63558802,1.122593042
micro_pcb_v2_HADB2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,B,2,HADB,train,train,NOT_VERIFIED,train_coded/train_coded/HADB2.jpg,4b8816fbe4e23f32dc72103d7b0acdced3028f7fcdd547831b3d3c197d56f772,2403,2722,258,168,1899,2390,22.15437666,1.125568027
micro_pcb_v2_HADB3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,B,3,HADB,train,train,NOT_VERIFIED,train_coded/train_coded/HADB3.jpg,1fd1d8d09dd8f24246fab70bf81e36c6221b227674563e4783f1ef0a86c311a9,2396,2717,260,166,1890,2387,21.87916851,1.121055812
micro_pcb_v2_HADB4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,B,4,HADB,train,train,NOT_VERIFIED,train_coded/train_coded/HADB4.jpg,bd906f778f48ec10263626893fed1f3a0f8f256257528de5c3b6f0130e9692d3,2386,2711,255,168,1888,2379,21.58251395,1.114330338
micro_pcb_v2_HADC1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,C,1,HADC,train,train,NOT_VERIFIED,train_coded/train_coded/HADC1.jpg,a21866b8416dcdd685971b0f88d924ad30ac266ebef4337cec8e007e75c19b6f,2027,2314,268,164,1515,1988,18.55268722,1.101131862
micro_pcb_v2_HADC2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,C,2,HADC,train,train,NOT_VERIFIED,train_coded/train_coded/HADC2.jpg,73fc277c3a22ec306739e5a863f706dc816eb7584691f1d6e86a2713a2203875,2022,2314,265,164,1515,1986,18.41449229,1.100574829
micro_pcb_v2_HADC3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,C,3,HADC,train,train,NOT_VERIFIED,train_coded/train_coded/HADC3.jpg,ab94697c051987b362fb4c715d6b99f06d300ce2d9fcb49cd4c34c428bc30dac,2023,2310,268,164,1512,1984,18.32762827,1.106770026
micro_pcb_v2_HADC4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,C,4,HADC,train,train,NOT_VERIFIED,train_coded/train_coded/HADC4.jpg,b587521d60e2e6072a6afa6d7a1b34b888cc9751c94cfb99cbb9ab5581803784,2024,2314,263,165,1518,1987,18.52102496,1.105999436
micro_pcb_v2_HADD1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,D,1,HADD,train,train,NOT_VERIFIED,train_coded/train_coded/HADD1.jpg,d2c643f7ada29c46e15333129e547375e9dbb1709f02eab0787c2c43e62041df,2094,2302,287,165,1562,1970,17.99429914,0.956101473
micro_pcb_v2_HADD2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,D,2,HADD,train,train,NOT_VERIFIED,train_coded/train_coded/HADD2.jpg,919fa49e412de6fccb8bf7621bcd760a974b7c30b2e1d4ad35a23e498ef0de92,2103,2301,297,206,1561,1930,18.07876945,0.967019131
micro_pcb_v2_HADD3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,D,3,HADD,train,train,NOT_VERIFIED,train_coded/train_coded/HADD3.jpg,71c55ac5a3c504b0804f7d9acbbc79ea1689cb17f71933841004cd1b31bde478,2103,2303,292,198,1566,1940,18.19486588,0.964692206
micro_pcb_v2_HADD4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,D,4,HADD,train,train,NOT_VERIFIED,train_coded/train_coded/HADD4.jpg,187b53b67cd68a6d405fa865dbaa8db631cce1704a295c52ffaefc03b7a8045d,2127,2311,294,194,1588,1950,19.03640852,0.969884487
micro_pcb_v2_HADE1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,E,1,HADE,train,train,NOT_VERIFIED,train_coded/train_coded/HADE1.jpg,9dda825214b513e2f898b650976762815e429a8039c898e2a27c3e9489623ff8,2006,2008,271,164,1490,1676,21.03895994,0.920268398
micro_pcb_v2_HADE2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,E,2,HADE,train,train,NOT_VERIFIED,train_coded/train_coded/HADE2.jpg,d05e742eb50ce5034e6c624d0ef5dd5e4a07afc1d2c554702d9610f73568fb7b,1996,2000,273,184,1478,1649,20.33036869,0.922533033
micro_pcb_v2_HADE3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,E,3,HADE,train,train,NOT_VERIFIED,train_coded/train_coded/HADE3.jpg,374fc576708024860c262fbeab3b71b8a6633169cceb06fa9de8f84811e79c09,1999,2001,280,180,1473,1653,20.21729433,0.920398613
micro_pcb_v2_HADE4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,D,E,4,HADE,train,train,NOT_VERIFIED,train_coded/train_coded/HADE4.jpg,f548b2297e6ed0d7dd2505c3c6f73eba0171ffeb2d2b89f207a2a301fd9dae95,2007,2005,278,182,1483,1656,20.56690632,0.922549862
micro_pcb_v2_HAEA1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,A,1,HAEA,train,train,NOT_VERIFIED,train_coded/train_coded/HAEA1.jpg,4dbae5e3a4f46ae5ddd9883766d65c6bfb92fa9762c41898279a9f183029466b,1989,2240,250,165,1492,1907,32.17478312,1.360948296
micro_pcb_v2_HAEA2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,A,2,HAEA,train,train,NOT_VERIFIED,train_coded/train_coded/HAEA2.jpg,4b665f21965fdadc7083619c7d2ecc3a5f60673255d1ecea8b139dc690a4ffa1,1985,2233,251,164,1487,1905,32.25003709,1.369373228
micro_pcb_v2_HAEA3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,A,3,HAEA,train,train,NOT_VERIFIED,train_coded/train_coded/HAEA3.jpg,0598c7fda4716198a6eb303f51046e85550cc52a319cca34ad0a43025ec72464,1995,2236,253,165,1494,1907,32.42483185,1.37527007
micro_pcb_v2_HAEA4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,A,4,HAEA,train,train,NOT_VERIFIED,train_coded/train_coded/HAEA4.jpg,7b10ae2198891be861901fb2209a5a988dcc758b547d02b8962da553d4d8d5c3,2001,2236,256,164,1498,1909,32.19122345,1.481763154
micro_pcb_v2_HAEB1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,B,1,HAEB,train,train,NOT_VERIFIED,train_coded/train_coded/HAEB1.jpg,242fc9871f9bff487e4054b51b14bac536124667da9cb84a746e7309f42b33d6,2028,2491,256,168,1529,2161,16.78065934,1.290726617
micro_pcb_v2_HAEB2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,B,2,HAEB,train,train,NOT_VERIFIED,train_coded/train_coded/HAEB2.jpg,73369a68e4dcc902e74b0f79becf3d3b6348455273fda4962c19767db18f2f8f,2026,2484,259,166,1523,2156,16.74132362,1.294333008
micro_pcb_v2_HAEB3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,B,3,HAEB,train,train,NOT_VERIFIED,train_coded/train_coded/HAEB3.jpg,03399d4a349b2a4c842f4cffa60ce15e12443d83cbad52f0abbcd9444d7c9368,2034,2490,266,166,1524,2161,16.58900435,1.291653358
micro_pcb_v2_HAEB4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,B,4,HAEB,train,train,NOT_VERIFIED,train_coded/train_coded/HAEB4.jpg,8ecd37ada471dc59ea048508368d387ea7993d308c5d8305081adffdeb4e3aae,2045,2497,269,167,1532,2167,16.93235802,1.296570522
micro_pcb_v2_HAEC1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,C,1,HAEC,train,train,NOT_VERIFIED,train_coded/train_coded/HAEC1.jpg,0df8c21155a31441c753f0d0f11368c0dbfd90a1e709c1f9b0e549e342161b76,1902,2227,242,168,1412,1896,21.65947686,1.091519562
micro_pcb_v2_HAEC2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,C,2,HAEC,train,train,NOT_VERIFIED,train_coded/train_coded/HAEC2.jpg,83edead69a2794895ab2957d9df22830e1d8aa7af4bbbf911a62ed4b299b8efa,1893,2217,245,165,1401,1889,21.30764573,0.990509617
micro_pcb_v2_HAEC3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,C,3,HAEC,train,train,NOT_VERIFIED,train_coded/train_coded/HAEC3.jpg,b321bf25ac82ea52b13fd93376fb7d92aedc0911a254bed55a2100bfd0225dea,1883,2214,243,173,1393,1878,20.88161901,1.186444259
micro_pcb_v2_HAEC4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,C,4,HAEC,train,train,NOT_VERIFIED,train_coded/train_coded/HAEC4.jpg,50784ed0190b4f309b007b321c390325c780f11e812c631b0eb6464654e26eed,1884,2213,243,168,1394,1882,20.83504102,1.104179547
micro_pcb_v2_HAED1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,D,1,HAED,train,train,NOT_VERIFIED,train_coded/train_coded/HAED1.jpg,221fba307486838973ceb36f6fe9070074bff8cb16ea43893a7670cf0f7632e9,2000,2165,253,164,1500,1836,24.92531823,1.061575473
micro_pcb_v2_HAED2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,D,2,HAED,train,train,NOT_VERIFIED,train_coded/train_coded/HAED2.jpg,e4ed1eb6e3da8762e6dba0b1992292a5787a48ded3381452ffa179527cbbc2bc,1998,2163,252,164,1499,1834,25.08517199,1.065864543
micro_pcb_v2_HAED3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,D,3,HAED,train,train,NOT_VERIFIED,train_coded/train_coded/HAED3.jpg,ef63cdbab66e80d3962e7b0e31395161aade9359e0e7131c7769fd7b9c145b17,2000,2164,254,164,1500,1836,24.98541599,1.062603584
micro_pcb_v2_HAED4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,D,4,HAED,train,train,NOT_VERIFIED,train_coded/train_coded/HAED4.jpg,b2c288906dbbfa9024c007689fb728a8f04eae74feea9ba35104aaa9743cb313,2006,2166,254,164,1507,1837,25.60060456,1.072357966
micro_pcb_v2_HAEE1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,E,1,HAEE,train,train,NOT_VERIFIED,train_coded/train_coded/HAEE1.jpg,338040f6648ff2101f80ff2cb955bb177b5b1332a56a2ee337a435ea7d4d17ae,1980,1897,257,164,1478,1569,27.58620622,1.022538185
micro_pcb_v2_HAEE2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,E,2,HAEE,train,train,NOT_VERIFIED,train_coded/train_coded/HAEE2.jpg,2da5f1286c25a84ef2adb55e2040285254e2208cccca0f867512c92656dca2be,1982,1897,264,162,1473,1571,27.20416744,1.020588092
micro_pcb_v2_HAEE3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,E,3,HAEE,train,train,NOT_VERIFIED,train_coded/train_coded/HAEE3.jpg,f3d0701419222983096316b20eda92e8230900c4523fc24a505e9881d5de5e9e,1975,1893,259,163,1471,1566,27.04533641,1.017658352
micro_pcb_v2_HAEE4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,A,E,E,4,HAEE,train,train,NOT_VERIFIED,train_coded/train_coded/HAEE4.jpg,70df286536c57384bca452c1612d2343319c4db7668c632bd317ce3911f0a8ef,1983,1895,260,163,1478,1569,27.67916573,1.026284353
micro_pcb_v2_HBAA1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,B,A,A,1,HBAA,train,train,NOT_VERIFIED,train_coded/train_coded/HBAA1.jpg,ecc4a5461b3bee0d42da33616366818ebef12906a51bfd8ce49a6bf783d64a8f,1860,1677,246,163,1360,1350,22.95803938,1.206546568
micro_pcb_v2_HBAA2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,B,A,A,2,HBAA,train,train,NOT_VERIFIED,train_coded/train_coded/HBAA2.jpg,a6baf6a21dd9c7ee24cf1558210bec2835da31d29b3f2fd66f750eecf2351ade,1859,1682,246,165,1361,1353,22.85665676,1.214272245
micro_pcb_v2_HBAA3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,B,A,A,3,HBAA,train,train,NOT_VERIFIED,train_coded/train_coded/HBAA3.jpg,f3d2a34f9c4be95398c7a545dc5f9a91d54be8406ffd0a9dfed3bc61b4212697,1854,1685,246,165,1354,1356,22.45173262,1.224502981
micro_pcb_v2_HBAA4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,B,A,A,4,HBAA,train,train,NOT_VERIFIED,train_coded/train_coded/HBAA4.jpg,8d1d840e0b988144424687091a4a9efe3389b6960f77084bacef1a76a208c883,1855,1685,245,165,1356,1355,22.20934591,1.196558257
micro_pcb_v2_HBAB1,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,B,A,B,1,HBAB,train,train,NOT_VERIFIED,train_coded/train_coded/HBAB1.jpg,e6920d26c5981d0641971035be2509919bbada1817ff768dda789ceaf2172cc9,1879,1940,247,165,1383,1612,18.3958998,1.150256639
micro_pcb_v2_HBAB2,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,B,A,B,2,HBAB,train,train,NOT_VERIFIED,train_coded/train_coded/HBAB2.jpg,b69bfde282cbdf218c27422a4a532a78a7f115bb518e7c7d063778781c26502f,1872,1936,246,164,1380,1608,18.21776049,1.152329699
micro_pcb_v2_HBAB3,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,B,A,B,3,HBAB,train,train,NOT_VERIFIED,train_coded/train_coded/HBAB3.jpg,32a70ee495546488c1f87a98c3c785796e195b34fbc26dc74034ba7f89ffb2f1,1871,1935,247,165,1377,1607,17.87191377,1.147112175
micro_pcb_v2_HBAB4,micro_pcb_images,https://www.kaggle.com/datasets/frettapper/micropcb-images,CC BY 4.0,https://creativecommons.org/licenses/by/4.0/,raspberry_pi_sbc,raspberry_pi_3_b_plus,H,B,A,B,4,HBAB,train,train,NOT_VERIFIED,train_coded/train_coded/HBAB4.jpg,00a9d3d47e8fa3a1d6e972c3ae69f194c3aaf32d64f723760e5e5b21aad20dd6,1876,1936,246,165,1380,1609,18.10401598,1.14876175
